Firm,date,employee_title,location,review_title,pros,cons
Apple,"Aug 12, 2020 ", Customer Service Representative,"Salt Lake City, UT",It was fun,"Great employees to work with. Just great
","management kind of sucked there.. years ago
"
Apple,"Aug 12, 2020 ", Specialist,"Santa Monica, CA",It's what you make it,"- Good Opportunity
- Education Reimbursement
- Decent Pay
","- Awful Customers
- Smelly homeless people
- Cult like culture
"
Apple,"Aug 12, 2020 ", Sales,"China, ME",Great company,"Great company great place to work
","Its too great that it sometimes makes me sad
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 12, 2020 ", Technical Expert,"Des Moines, IA",The Apple Experience,"Great environment. Top notch learning and leadership support. Great Benefits.
","Not very flexible with scheduling. Upward mobility is very limited.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 12, 2020 ", Apple Family Room Specialist,"Lawrenceville, NJ",Great Company,"Excellent pay and benefits with bonuses
","Mall hours, no weekends off
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 12, 2020 ", Software Engineer,"Cupertino, CA",Great,"great company enjoyed working there
","It was all a positive experience
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 11, 2020 ", Supplier Quality Engineer,"Cupertino, CA",Excellent Place to Work,"Highly talented coworkers, meaningful RSU to reward the top performers, nice campus
","Can be quite stressful from time to time
"
Apple,"Aug 11, 2020 "," Int Designer, Senior User Experience Designer, User Experience Engineer","Cupertino, CA",Right for the wrong reasons,"- (subjective) As each of the 'most desireable' FANG companies has their own culture, Apple has theirs. Its a bit more low-key, professional and relaxed.
- after the initial shock of ""I work at Apple now"" fades away, work is work and your satisfaction/stress level will vary depending on your role, department, skill set and organization. I transferred between 3 different organizations - some very political, others like family. Sometimes within an org, 1 managers style (understanding, laid back - just expects quality work on time etc) would be a complete opposite of my coworkers under another manager (9-5 run like an agency)
- if you're ambitious there is opportunity - but also know there is a sautés quo and you are taking a risk. its up to you whether or not its worth it.
- looks great on your resume
","Alot of politics, I've seen entire agencies brought in for single projects where the end result was scraped. I've seen managers hire relatives and Apple outsources their 'investigations' department who get paid by how many people they accuse of violating policies.
"
Apple,"Aug 11, 2020 ",Anonymous,"San Francisco, CA",Great,"Fun work environment, very creative and accepting
","Lots of work, long hours
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 11, 2020 ", Product Manager,"Los Angeles, CA",Good,"efficient, good salary, open, freedom
","tired, noisy, narrow view, hard-working
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 11, 2020 ", Senior Site Reliability Engineer,"San Francisco, CA",Pretty OK place to work,"Interesting work, reasonable hours, generally smart coworkers
","Silos mean you are unlikely to be able to fix problems with tools you don't own
Continue reading
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 11, 2020 ", Technical Expert,"Reston, VA",Excellent Employee Focused Company,"-Employee health and safety is a top priority 
-Competitive benefits
-Learn plenty of new skills that translate to other jobs
-Great options for saving for the future/retirement
-Employee discounts
-Team oriented, family style environment
","-Shifting retail hours sometimes makes it hard to have a proper work/life balance
-Have to sometimes deal with frustrated/irate retail customers and accept really tough choices to preserve customer journey
-Advancement can be quick or hard to get, it all depends on the market and store operations
-Can sometimes be a high stress environment when it comes to holidays, product launches, certain events, etc
"
Apple,"Aug 10, 2020 ",Anonymous,"Baton Rouge, LA",Amazing people and environment with equally great benefits,"-your coworkers
-store leadership
-hard to beat benefits
-the job function itself
-training program and continuous self growth
","store can get very busy at times and quiet chaotic but as long as you are prepared for work your days are just fine
"
Apple,"Aug 10, 2020 ", Specialist,"Los Angeles, CA",Nice place to work while in school,"Good hours while in school
","Not enough full time spots
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 10, 2020 ", Sales Representative,"Huntsville, AL",Good Job,"Flexibility was great. Always worked with my schedule
","Retail will always have cons.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 10, 2020 ", Specialist,"Cambridge, MA",Learn customer service skills from the best,"great products and great staff
","a dynamic company with constant changes
"
Apple,"Aug 10, 2020 ", Technical Specialist,"Dallas, TX",Apple loves fluff and pretending to care,"- flexible schedule 
- decent pay
- great benefits
","Managers regurgitate what corporate tells them to but don't actually care and pick favorites. I worked at the Dallas Northpark store and Management is terrible there. They barely follow any of Apples guidelines and only care about the bonuses that they like to pretend doesn't exist.
"
Apple,"Aug 10, 2020 ", Assistant Manager,"New York, NY",Apple Manager,"It's a privilege to work there
","Very demanding and challenging at times
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 9, 2020 ", Mac+ Senior Advisor,"Atlanta, GA","Used to be Great, went Downhill Gradually to utter ****","The pay and benefits are decent. Working from home is pretty great at times, and you do get discounts on Apple products.
","Over the years, management has added more and more responsibilities, to the point where we're jack of all trades, master of none, with no increase in pay. In chat support, they also periodically add a third chat which, for tech support, is impossible to handle without going crazy. Many of my coworkers have gotten injured or had to go on leave from stress. This was only stopped from being permanent by threats of unionization.

There is little to no career advancement.

Management is hit and miss. Your performance is also very arbitrary, and anything and everything that apple does is blamed on you. Customer has to pay for a repair? Your fault they're mad.
"
Apple,"Aug 8, 2020 ",Anonymous,"San Francisco, CA",Loved this job,"Good work environment to be in
","have to deal with tough customers sometime
"
Apple,"Aug 8, 2020 ", Enterprise Support Advisor,"Austin, TX",Appel Inc.,"Apple really cares and strives to support you both inside and outside of work.
","Cant think of any at the moment.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 8, 2020 ", Design Engineeer,"Cupertino, CA",Design things,"I get to design things and eat free food
","None at all other than having to come up with different look
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 7, 2020 ",Anonymous,"New York, NY",great company to work for,"really supportive team and very nice managers
","not really many cons keep up the great work.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 7, 2020 ", Apple Genius,"Glendale, CA",Great people to work with,"Supportive environment, encourages learning and development, upward mobility
","Customers have high expectations of you, constant pressure to perform, vacation time is limited, absence of mature management
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 7, 2020 ", Operations Expert,"Santa Clara, CA",Great place to work!,"Friendly environment and fun place to work.
","There is a lot of ambiguity with the tasks you will be assigned.
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 7, 2020 ", Specialist,"Boston, MA",Overall good employer,"Great work environment- loved my coworkers
","Hard work / life balance
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 7, 2020 ", Specialist,"New York, NY",Apple approved but still needs some work,"Great colleagues, culture is there but could always be better. Awesome benefits. I would recommend to a friend.
","There is no diversity in top leadership
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 6, 2020 ", AHA Apple Care,"Athens, GA",Good Salary for college,"Pay was good and the benefits are good as well
","Have to work 8hr SAT or SUN shift
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 6, 2020 ", Technical Specialist,"Chicago, IL",Upward Movement Encouraged,"So many opportunities to grow in the company, Great Benefits, Supportive Leadership that is Individual focused, on par with progressive work culture
","time-commitment is beyond that of other part time work, trainings are often, retail can be chaotic
Be the first to find this review helpful
Helpful
Share
Repor"
Apple,"Aug 6, 2020 ", Senior Customer Support Specialist,"New Orleans, LA",Apple Inc. is an incredible place to work!,"They are excited about their products and how they can enrich your life.
","It's hard to find a con working for Appel, I can only say that when a new product launches can be stressful, they keep new product information under wraps until it's released and you find out just before the customer does, so there's a learning crunch that happens right before then.
Be the first to find this review helpful
Helpful
Share
Repor"
